chapter_no,date,title,content
11,,G. K. GOKHALE’S SERVICES,"
  
 
 The Hon’ble Professor Gokhale has rendered an invaluable service. He has always helped us, but his work in the Legislative Council is a very precious achievement. The resolution that he movedlibtech_29_footnotefor the prohibition of indentured labour and the speech he madelibtech_30_footnotelibtech_31_footnoteon the occasion are worth reading. The latter gives a vivid account of the condition of Indians in all parts of South Africa. The speech has evoked appreciative comments even from English newspapers. We see that he advocated the prohibition of indenture on the ground that it was [in its very nature] an evil thing. That is as it should have been.
 Prof. Gokhale was followed by other Indian members. We propose to give translationslibtech_32_footnoteof all the speeches in the issues that will follow. They will show to all readers how profound has been the effect of the Transvaal campaign.
 Prof. Gokhale certainly deserves thanks for what he has done. We hope public bodies in all the Colonies will shower resolutions of thanks on him.
 We gather from the newspapers that the whole of India gives credit for this achievement to Mr. Polak. At the conclusion of the meeting, congratulations were offered to him.
[From Gujarati]
 Indian Opinion, 16-4-1910
 
 
 
 
 
 M. K Jinnah, vide “Debate in the Viceroy’s Council”, Indian Opinion, 16-4-1910."
12,,TRANSVAAL PARLIAMENT,"
  
 
 Indians had hoped that the Transvaal Parliament would do something; that was our hope, too. However, it is now clear that it will do nothing to make a settlement possible. How can we expect a settlement? The weakening of the Indian community has raised further hopes in the Transvaal Government. It thought that if it waited longer, all  the Indians would quietly surrender. We are sure that it is because of this calculation that nothing is being brought forward in Parliament. This does not dishearten us. We do not want to obtain anything by misrepresenting facts. We rely on our own strength. There are some strong men who in any case will fight till death, so that the ultimate victory of Indians is not in doubt. When we shall celebrate that victory depends upon how many of us put forth our strength.
[From Gujarati]
 Indian Opinion, 16-4-1910
 "
13,,"WELL DONE, CHETTIAR!","
  
 
 Even the Indians who have given in will have their  hair standing on end if they read Mr. Chettiar’s case. He is an elderly man and the leader of the Tamil community. He has served two terms of imprisonment. His son has been to gaol a number of times; now he has been ordered to be deported to India. Mr. Chettiar has worked hard from outside without fear of being arrested. He has been arrested now. He has paid no attention to his ailment. He has lost all his wealth. Every hair on his body thrills with the determination to die for the sake of honour, for the sake of the motherland and the pledge, rather than surrender. He is installed in Marshal Square, a smile on his face. We hope every Indian, old or young, big or small, will be infected by Mr. Chettiar’s spirit and be proud of his name.
[From Gujarati]
 Indian Opinion, 16-4-1910"
14,,SHOULD LORD GLADSTONE BE HONOURED?,"
  
 Lord Gladstone will shortly arrive here as Governor-General of South Africa. Indians in all the Colonies must be wanting to know whether or not we should honour him.
 Considering our situation from every point of view, we think it will not be proper for us to honour Lord Gladstone. Whom can we honour in a land in which we ourselves are despised? What honour can we give to the representative of a Government  which  refuses justice to us? This is one line of thinking.
 On the other hand, there is the argument that if we are not afraid of demanding our rights, it is because the British flag flies over this land. We want to live in amity with the people of this country. We want to protect our honour. He who insists on being respected himself will always respect others. He who values self-respect will never be rude to others. In honouring the representative of the Emperor, we shall only be honouring ourselves. This is another line of thinking. According to this, we see nothing wrong in presenting an address to Lord Gladstone as a matter of courtesy. Giving an address, not by way of flattery but by way of courtesy, can be justified. Whether or not an address is justified will depend upon the attitude behind it.
[From Gujarati]
 Indian Opinion, 16-4-1910
 "
15,"April 18, 1910",JOHANNESBURG,"
  
 Monday [April 18, 1910]
 
 RELEASED
 Perumal and Mr. Govindsamy were discharged last week after six weeks of imprisonment.
 FAKIRA AND OTHERS
 The brave Mr. Fakira was arrested again last Saturday. He was tried today and ordered to be deported to India. He is determined to return from India immediately.
 Mr. Naransamy and Mr. Kistapa were arrested today. Besides th- ese, Messrs Dayal Ramji, Cassim Ibrahim, Vally Adam, Isa Adam and Odav Bhikha have been ordered to be deported. These five are not
 satyagrahis but they could not prevent their arrest and deportation.
 CHETTIAR
 Messrs Chettiar, Morgan and Francis were sentenced to three months on the 15th.
 SHELAT RETURNS
 Mr. Shelat is already in the Transvaal. He has been arrested, and his case will come up on Tuesday.
 59 DEPORTED
 How sad it is that Indians, sent to India, have to be treated as having been deported. However, we cannot help so describing the 59 Indians who were sent to India by the Umhloti on the 14th instant. No ship has so far agreed to carry these brave men to India. Some of the young Indians who have been sent away were born in this country, some have lived here from their childhood and some have left their families here. Some, moreover, are residents of Natal or, being educated, are entitled to go over there. It is the extreme limit of tyranny that all these men have been sent away to India. Many of these Indians had taken out voluntary registers. I am sure that all of them will return in a very short time.
 Some of these men fell ill in Delagoa Bay. Mr. Samy Krister had to be removed to hospital. It is our good fortune that, despite this, not a single Indian is dispirited.
[From Gujarati]
 Indian Opinion, 23-4-1910
 "
16,"April 	19, 1910",LETTER TO DIRECTOR OF PRISONSlibtech_33_footnote,"
           SIR,     [JOHANNESBURG,]  April 	19, 1910    	Mr. V. A. Chettiar, who is an elderly member of the Indian 
  	community and is Chairman of the Tamil Benefit Society, has been for 	the third time sentenced to be imprisoned as a passive resister. 	This time he has been sentenced at Volksrust, my Association 	believes, with    
 hard labour. I venture to draw your attention to the fact that Mr. Chettiar has a constitutional disease, and that at Johannesburg the Magistrate imposed only light labour. My Association is not aware what is being done with Mr. Chettiar at Volksrust, but, as he is hardly able to walk the distance that he will probably have to cover between Johannesburg and Diepkloof on his removal ultimately to Diepkloof, I beg to draw attention to the information I have given above, and to hope that suitable precautions will be taken, so that Mr. Chettiar’s health may not suffer. According to the information received by my Association, Mr. Chettiar is still at Volksrust Gaol.
 Indian Opinion, 23-4-1910
 "
17,,THOSE DEPORTATIONS,"
  
 Never has a steamer leaving the South African shore for the Indian carried a more precious human cargo than that carried by the Umhloti last week. That ship has sailed with some sixty  passive resisters unlawfully deported to India from the Transvaal under an administrative order based on the flimsiest evidence and from which there is no appeal to the usual courts of that Colony. Who are these passive resisters? They are most of them men who have been voluntarily registered, and are all domiciled in the Transvaal. Most of them have served their imprisonment as passive resisters. Some of them are lads born in South Africa. Some are domiciled also in Natal, and some have a right to enter Natal or the Cape on the ground of possessing educational qualifications. And many have left families behind them. These families, but for the timely assistance from India, would be starving.
 And why have these men been deported? We were told at one time that those who were voluntarily registered would not be deported. But now the Asiatic officials have discovered that they can get rid of voluntarily registered passive resisters also. These men are called upon to produce their certificates. They say they have burnt the documents. Then they are asked to give their signatures and finger prints. These the passive resisters naturally decline to give. Now both these omissions— the omission to produce the certificates and the one to give signatures, etc.—are crimes carrying a high penalty. But the zealous officials do not wish to adopt the regular  course  of prosecuting the men. They assume that the men have no certificates at all and, therefore, insist on their deportation under an administrative
 inquiry. They contend that if they do not follow this course, any Asiatic may pretend that he has been voluntarily registered and thus “merely go to gaol”. There is a double fallacy in this argument. For the man who so pretends, still goes to gaol, and having gone to gaol, he has to give finger impressions which ensure detection of any such pretension. And if an examination of finger  impressions  should betray the man, he would be liable to be committed for perjury in addition to an order for deportation. Moreover, the above argument cannot hold water, seeing that such well-known stalwarts like Messrs Chettiar and Quinnlibtech_34_footnotelibtech_35_footnotehave also been deported. The policy clearly is to subject passive resisters to a treatment such that they cannot bear it. We shall see what success attends the efforts of the Asiatic Department.
 Indian Opinion, 23-4-1910
 "
18,,JOURNALISTS’ DUTY,"
  
 We find the following report in a newspaper  received  from India.
 The manager and the editor of the Gujarat Patra , published from Nadiad, had been served with a notice by Mr. Chakravarti, the District Magistrate of Kaira, under section 124 of the Indian Penal Code, to show cause why they should not be prosecuted. When the case came up for hearing at Anand before the District Magistrate, it was stated by the defendants’ advocate, Mr. Maganbhai Chaturbhai Patel, B.A., LL.B., that the matter in respect of which the notice had been issued was a translation of an English letter and that the respondents had no unlawful intention in publishing it. At the same time, he expressed regret for [the publication of] the matter whereupon the notice which had been issued was withdrawn.
 We are sorry for the manager and the editor. What happened to them may now happen to any other newspaper. A time may come when here, too, the same condition will prevail. However, we see that just now it is not so, with the result that the full force of what we say cannot be appreciated. It may appear somewhat presumptuous for a man who is not himself caught in a fire to write anything about those who are. However, some general comments will not be considered out
 
 of place on this occasion.
 We think the editors of all such newspapers, which do not run with a commercial motive but only with a view to public service, must be prepared to face extinction at any moment. It is obvious that all newspapers do not come within the scope of this rule, but only those which aim at public service by advocating reforms in the Government or among the people or in both.
 What should an editor do when something he has published displeases the Government or is held to violate some law, but is none the less true? Should he apologize? We would say, certainly not. True, he is not bound to publish such matter, but once it has been published, the editor ought to accept responsibility for it.
 This raises a very important issue. If the principle we have laid down is correct, it follows that, if any provocative writing has been published unintentionally and no apology is offered for the same, the newspaper will in consequence be prevented from rendering other services as well and the community will go without that benefit. We would not, therefore, apply this principle to matter published unintentionally, but it should apply to what is published after full deliberation. If a newspaper runs into difficulties for publishing any such matter, we think the closing down of the newspaper will be a better service to the public. The argument that in that case one may have to face the confiscation of all one’s property and be reduced to poverty has no force. Such a contingency may certainly arise, and it was precisely for this reason that we said that the editor of a journal devoted to public service must be ever ready for death.
 Let us take one or two obvious illustrations. Suppose that in a certain region there obtains the cruel practice of  kanya-vikrayalibtech_36_footnote.  A reformer starts a newspaper there and writes strongly against this practice. Those who follow the practice are angry with him and decide to outcaste him if he does not apologize. We are sure the reformer ought to go on writing against offering girls in marriage for a price, even if he has to face total ruin or be outcast for that, and, when he is left without a single pie, he should close down the newspaper; he must not apologize, whatever happens. It is only by such conduct that he can prepare the ground for rooting out the practice.
Let us take another illustration. Suppose that the Government
 
 has committed a gross injustice and robbed the poor. A progressive newspaper is being published in such a place. It writes against the oppressive measure and advises the people to disregard the unjust law of the Government. The Government takes offence and threatens confiscation of property if no apology is forthcoming. Should the reformer apologize? We think the reply is again the same, that he should stand the confiscation of his property and close down the newspaper but certainly not offer an apology. The people would then see that, if the reformer could lose his all for their sake, they should also in their own interest oppose the law. If the reformer should apologize, the effect on the people would exactly be the reverse of this. They would know that the man would not  be  concerned overmuch even if their houses were on fire, that, from a safe distance, he would only indulge in meaningless declamations. When he himself ran into trouble [they would say], he meekly retired. And so they will think of doing likewise and resign themselves to the inevitable. They will thus argue themselves into greater weakness. It is, therefore, clear in this instance that the best service that the reformer can render will be to stop the newspaper.
[From Gujarati]
 Indian Opinion, 23-4-1910
 "
19,,“AS ONE SOWS ONE REAPS”,"
  
 
 We all know this saying, but most of us go the opposite way and desire the reverse of what we do. Stay-at-homes, we want to be wealthy. Though we eat too much, we will have no indigestion. We would not work, but hope to have all our desires fulfilled. We deserve hell for our deeds, but wish to go to heaven. In newspapers from India, we come across accounts of the miserable condition of the bhangislibtech_37_footnoteand other castes. These castes are despised by some so-called civilized Indians. The Maharaja of Baroda has passed an order for the admission of members of these castes to public schools. Some Indians, claiming to belong to higher castes, have protested against this and are putting difficulties in the way of the Maharaja. This is how we behave as a nation, and yet we do not want to pay the price for this and would not submit to the treatment meted out to us in South Africa. How can
 
 we escape [retribution]? Recently, an Indian judgelibtech_38_footnotein Madras made some severe remarks [on our behaviour]. He does not mind, he says, our kicking up a row about South Africa, but complains that we look down upon our own people, think ourselves defiled by their touch, keep them at a distance from us and grind them under our heels; he wants to know why we do not seek to remedy this state of affairs. “Why do we not, instead of lashing out at the whites, rain lashes on our own backs?” he asks.
 We have no answer to this charge. True, we can say something for ourselves. But we do not think it necessary to say it here.
 To be sure, Indians in South Africa must take a lesson from their present condition. They must realize that it would not do for them, on returning to India, to treat the bhangis with contempt. If those who have been putting difficulties in the waylibtech_39_footnoteof the Maharaja Gaekwar are representative specimens of high-caste Hindus, a time will come when birth in a bhangi family will confer great honour. The contemptuous attitude of the [caste] Hindu towards the bhangis and others is a striking illustration of the length to which man is carried by pride and selfish-ness. We should like every wise and decent Hindu to pray, “O God! Save me from this pride and this selfishness”, and to be granted the strength to fight this tyranny.
[From Gujarati]
 Indian Opinion, 23-4-1910
 "
20,"April 24, 1910",LETTER TO MILLIE GRAHAM POLAK,"
  
 April 24, 1910
 MY DEAR MILLIE,
 Henry is a tender flower. The slightest breeze ruffles his spirits. You and I divide him. When he is in such a mood, you can make him happy and to a lesser degree I. But alas! he can just now have neither you nor me. The publication and confiscation of the little book of mine have disconcerted him a bit.libtech_40_footnoteThere is no occasion for it. I have
 
 vide “Retribution”, lndian Opinion, 23-4-1910.
 written to him at length. And then the wretched pecuniary business. He gives me the position of an elder brother and yet would not be content with my taking over the pecuniary burden. I wish you would not discuss money matters with him at all. You may do all that when you are together again. Let me alone have all your pecuniary needs. He has enough to occupy his attention besides worrying about money matters which he hates.
 The farm idea is still progressing. Hosken has offered a portion of his farm. If this thing comes off, I may shift very soon. It promises to be a mighty thing if it comes off.
 I was sorry to learn about Mater’s and Celia’s trouble. It seems useless to inquire after a lapse of a month as to how they are getting on.
 From what you say, it is evident that winter has not in any way affected Waldo.
With love to you all,
 BROTHER
 From the original: Gandhi-Polak Correspondence. Courtesy: National Archi- ves of India
 "
21,"April 25, 1910",PETITION TO TRANSVAAL LEGISLATIVE ASSEMBLYlibtech_41_footnote,"
  
 April 25, 1910
   Your 		Petitioner has 		read a private 		Bill to 		amend certain 		laws relating 		to the 		Municipality of 		Pretoria, and 		to confer 		further powers upon 		the Council thereof.  Your 		Petitioner, on 		behalf of the 		Association, respectfully 		protests against 		Section 5 of 		the Bill, 		in so far 		as it relates to the 		application of 		certain Regulations 		of Towns, 		dated the 25th day of 		October, 1899, to 		the Pretoria 		Municipality, inasmuch as 		these Regula- 		tions constitute an 		attack on the 		rights of 		British Indians,  among others, in respect of 		the use of side-walks.  Your 		Petitioner therefore 		prays that this 		Honourable House 		will be 		pleased to 		remove from 		Section 5 		the portion 		herein before referred 		to, or 		grant such 		other relief as 		to it may seem meet. 		And for 		this act 		of justice and 		mercy, your Petitioner 		will, as in duty 		bound, for ever pray.  
 Indian Opinion, 30-4-1910
 "
